Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
48.080173, 2080-2099, giss_e2_h, Apr Average, Latvia, LVA
72.63984, 2080-2099, giss_e2_h, May Average, Latvia, LVA
77.40094, 2080-2099, giss_e2_h, Jun Average, Latvia, LVA
72.49332, 2080-2099, giss_e2_h, Jul Average, Latvia, LVA
82.44238, 2080-2099, giss_e2_h, Aug Average, Latvia, LVA
73.9926, 2080-2099, giss_e2_h, Sep Average, Latvia, LVA
86.99506, 2080-2099, giss_e2_h, Oct Average, Latvia, LVA
82.04872, 2080-2099, giss_e2_h, Nov Average, Latvia, LVA
76.35732, 2080-2099, giss_e2_h, Dec Average, Latvia, LVA
66.135, 2080-2099, giss_e2_r, Jan Average, Latvia, LVA
47.35984, 2080-2099, giss_e2_r, Feb Average, Latvia, LVA
45.267864, 2080-2099, giss_e2_r, Mar Average, Latvia, LVA
48.101463, 2080-2099, giss_e2_r, Apr Average, Latvia, LVA
62.538055, 2080-2099, giss_e2_r, May Average, Latvia, LVA
89.574, 2080-2099, giss_e2_r, Jun Average, Latvia, LVA
85.548775, 2080-2099, giss_e2_r, Jul Average, Latvia, LVA
89.48675, 2080-2099, giss_e2_r, Aug Average, Latvia, LVA
87.80057, 2080-2099, giss_e2_r, Sep Average, Latvia, LVA
86.53777, 2080-2099, giss_e2_r, Oct Average, Latvia, LVA
89.270805, 2080-2099, giss_e2_r, Nov Average, Latvia, LVA
76.86074, 2080-2099, giss_e2_r, Dec Average, Latvia, LVA
78.065834, 2080-2099, ipsl_cm5a_mr, Jan Average, Latvia, LVA
68.18072, 2080-2099, ipsl_cm5a_mr, Feb Average, Latvia, LVA
66.406876, 2080-2099, ipsl_cm5a_mr, Mar Average, Latvia, LVA
52.5204, 2080-2099, ipsl_cm5a_mr, Apr Average, Latvia, LVA
56.138866, 2080-2099, ipsl_cm5a_mr, May Average, Latvia, LVA
59.03867, 2080-2099, ipsl_cm5a_mr, Jun Average, Latvia, LVA
68.10347, 2080-2099, ipsl_cm5a_mr, Jul Average, Latvia, LVA
68.00172, 2080-2099, ipsl_cm5a_mr, Aug Average, Latvia, LVA
49.040386, 2080-2099, ipsl_cm5a_mr, Sep Average, Latvia, LVA
82.73607, 2080-2099, ipsl_cm5a_mr, Oct Average, Latvia, LVA
99.53219, 2080-2099, ipsl_cm5a_mr, Nov Average, Latvia, LVA
99.47756, 2080-2099, ipsl_cm5a_mr, Dec Average, Latvia, LVA
91.19098, 2080-2099, miroc_esm, Jan Average, Latvia, LVA
73.55079, 2080-2099, miroc_esm, Feb Average, Latvia, LVA
52.81875, 2080-2099, miroc_esm, Mar Average, Latvia, LVA
62.948223, 2080-2099, miroc_esm, Apr Average, Latvia, LVA
54.7555, 2080-2099, miroc_esm, May Average, Latvia, LVA
55.470074, 2080-2099, miroc_esm, Jun Average, Latvia, LVA
70.01202, 2080-2099, miroc_esm, Jul Average, Latvia, LVA
77.31123, 2080-2099, miroc_esm, Aug Average, Latvia, LVA
94.313095, 2080-2099, miroc_esm, Sep Average, Latvia, LVA
95.95241, 2080-2099, miroc_esm, Oct Average, Latvia, LVA
